opName	category	safetyStatus	recipeLines	vbaFunction	requiredParams	optionalParams	createsElements	ownElementOnly	sourceRefs	addedDate	promotedDate	notes
POINTCLOUD_LOCATE_ON	keyin_recipe	verified-headless-safe	KEYIN:POINTCLOUD LOCATE ON				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.185s)
POINTCLOUD_LOCATE_OFF	keyin_recipe	verified-headless-safe	KEYIN:POINTCLOUD LOCATE OFF				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.172s)
POINTCLOUD_DENSITY_10	keyin_recipe	verified-headless-safe	KEYIN:POINTCLOUD DENSITY 10				N	N	wave8 raster/reality	2026-08-02	2026-08-02	documented low (1-100) live batch probe 2026-08-02 (0.17s)
POINTCLOUD_DENSITY_60	keyin_recipe	verified-headless-safe	KEYIN:POINTCLOUD DENSITY 60				N	N	wave8 raster/reality	2026-08-02	2026-08-02	documented medium live batch probe 2026-08-02 (0.177s)
POINTCLOUD_DENSITY_100	keyin_recipe	verified-headless-safe	KEYIN:POINTCLOUD DENSITY 100				N	N	wave8 raster/reality	2026-08-02	2026-08-02	documented high live batch probe 2026-08-02 (0.194s)
POINT_CLOUD_DENSITY_10	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD DENSITY 10				N	N	wave8 raster/reality	2026-08-02	2026-08-02	spaced density live batch probe 2026-08-02 (0.199s)
POINT_CLOUD_DENSITY_60	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD DENSITY 60				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.175s)
POINT_CLOUD_DENSITY_100	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD DENSITY 100				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.172s)
SET_POINTCLOUD_DENSITY_HIGH	keyin_recipe	verified-headless-safe	KEYIN:SET POINTCLOUD DENSITY HIGH				N	N	wave8 raster/reality	2026-08-02	2026-08-02	named density live batch probe 2026-08-02 (0.167s)
SET_POINTCLOUD_DENSITY_MEDIUM	keyin_recipe	verified-headless-safe	KEYIN:SET POINTCLOUD DENSITY MEDIUM				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.188s)
SET_POINTCLOUD_DENSITY_LOW	keyin_recipe	verified-headless-safe	KEYIN:SET POINTCLOUD DENSITY LOW				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.179s)
POINT_CLOUD_COLOR_BY_RGB	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD COLOR BY RGB				N	N	wave8 raster/reality	2026-08-02	2026-08-02	stylization live batch probe 2026-08-02 (0.174s)
POINT_CLOUD_COLOR_BY_ELEVATION	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD COLOR BY ELEVATION				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.173s)
POINT_CLOUD_COLOR_BY_CLASSIFICATION	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD COLOR BY CLASSIFICATION				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.168s)
POINTCLOUD_STYLIZATION_RGB	keyin_recipe	verified-headless-safe	KEYIN:POINTCLOUD STYLIZATION RGB				N	N	wave8 raster/reality	2026-08-02	2026-08-02	alt stylization token live batch probe 2026-08-02 (0.164s)
POINTCLOUD_STYLIZATION_INTENSITY	keyin_recipe	verified-headless-safe	KEYIN:POINTCLOUD STYLIZATION INTENSITY				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.191s)
POINTCLOUD_ANCHORED_ON	keyin_recipe	verified-headless-safe	KEYIN:POINTCLOUD ANCHORED ON				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.173s)
POINTCLOUD_ANCHORED_OFF	keyin_recipe	verified-headless-safe	KEYIN:POINTCLOUD ANCHORED OFF				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.175s)
SET_REALITY_MESH_ON	keyin_recipe	verified-headless-safe	KEYIN:SET REALITY MESH ON				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.171s)
SET_REALITY_MESH_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET REALITY MESH OFF				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.169s)
REALITY_MESH_SNAP_ON	keyin_recipe	verified-headless-safe	KEYIN:REALITY MESH SNAP ON				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.186s)
REALITY_MESH_SNAP_OFF	keyin_recipe	verified-headless-safe	KEYIN:REALITY MESH SNAP OFF				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.187s)
REALITY_MESH_LOCATE_ON	keyin_recipe	verified-headless-safe	KEYIN:REALITY MESH LOCATE ON				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.174s)
REALITY_MESH_LOCATE_OFF	keyin_recipe	verified-headless-safe	KEYIN:REALITY MESH LOCATE OFF				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.171s)
REALITY_MESH_TRANSPARENCY_ON	keyin_recipe	verified-headless-safe	KEYIN:REALITY MESH TRANSPARENCY ON				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.17s)
REALITY_MESH_TRANSPARENCY_OFF	keyin_recipe	verified-headless-safe	KEYIN:REALITY MESH TRANSPARENCY OFF				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.171s)
SET_MESH_FACETS_ON	keyin_recipe	verified-headless-safe	KEYIN:SET MESH FACETS ON				N	N	wave8 raster/reality	2026-08-02	2026-08-02	facets (not FACET EDGES) live batch probe 2026-08-02 (0.186s)
SET_MESH_FACETS_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET MESH FACETS OFF				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.18s)
MESH_FACETS_ON	keyin_recipe	verified-headless-safe	KEYIN:MESH FACETS ON				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.177s)
MESH_FACETS_OFF	keyin_recipe	verified-headless-safe	KEYIN:MESH FACETS OFF				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.176s)
FEATURE_SOLID_DISPLAY_ON	keyin_recipe	verified-headless-safe	KEYIN:FEATURE SOLID DISPLAY ON				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.169s)
FEATURE_SOLID_DISPLAY_OFF	keyin_recipe	verified-headless-safe	KEYIN:FEATURE SOLID DISPLAY OFF				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.181s)
SET_FEATURE_SOLIDS_ON	keyin_recipe	verified-headless-safe	KEYIN:SET FEATURE SOLIDS ON				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.177s)
SET_FEATURE_SOLIDS_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET FEATURE SOLIDS OFF				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.177s)
SET_FEATURE_SOLID_ON	keyin_recipe	verified-headless-safe	KEYIN:SET FEATURE SOLID ON				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.197s)
SET_FEATURE_SOLID_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET FEATURE SOLID OFF				N	N	wave8 raster/reality	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.169s)
POINTCLOUD_DIALOG_OPEN	keyin_recipe	unsafe-blocked	KEYIN:POINTCLOUD DIALOG OPEN				N	N	wave8 raster/reality	2026-08-02		negative — documented dialog key-in batch probe 2026-08-02: kind=dialog, not promotable
MRMESH_DIALOG_OPEN	keyin_recipe	unsafe-blocked	KEYIN:MRMESH DIALOG OPEN				N	N	wave8 raster/reality	2026-08-02		negative — Reality Mesh dialog batch probe 2026-08-02: kind=dialog, not promotable
MRMESH_ATTACH	keyin_recipe	unsafe-blocked	KEYIN:MRMESH ATTACH				N	N	wave8 raster/reality	2026-08-02		negative — documented attach batch probe 2026-08-02: kind=file, not promotable
PLACE_RASTER_BOUNDARY	keyin_recipe	unsafe-blocked	COMMAND:PLACE RASTER BOUNDARY				N	N	wave8 raster/reality	2026-08-02		negative — placement tool batch probe 2026-08-02: kind=tool, not promotable
CLIP_POINTCLOUD	keyin_recipe	unsafe-blocked	COMMAND:CLIP POINTCLOUD				N	N	wave8 raster/reality	2026-08-02		negative — clip tool needs pick batch probe 2026-08-02: kind=tool, not promotable
DISPLAYSET_ADD	keyin_recipe	verified-headless-safe	KEYIN:DISPLAYSET ADD				N	N	wave8 seed	2026-08-02	2026-08-02	may need selection; probe OK vs hang live batch probe 2026-08-02 (0.172s)
DISPLAYSET_REMOVE	keyin_recipe	verified-headless-safe	KEYIN:DISPLAYSET REMOVE				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.182s)
DISPLAYSET_INVERT	keyin_recipe	verified-headless-safe	KEYIN:DISPLAYSET INVERT				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.176s)
NAMED_GROUP_HILITE_ON	keyin_recipe	verified-headless-safe	KEYIN:NAMED GROUP HILITE ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.18s)
NAMED_GROUP_HILITE_OFF	keyin_recipe	verified-headless-safe	KEYIN:NAMED GROUP HILITE OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.173s)
ELEMENT_TEMPLATE_ACTIVE_BYLEVEL	keyin_recipe	verified-headless-safe	KEYIN:ELEMENT TEMPLATE ACTIVE BYLEVEL				N	N	wave8 seed	2026-08-02	2026-08-02	element templates sparse live batch probe 2026-08-02 (0.169s)
ELEMENT_TEMPLATE_ACTIVE_BYCOLOR	keyin_recipe	verified-headless-safe	KEYIN:ELEMENT TEMPLATE ACTIVE BYCOLOR				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.196s)
ELEMENT_TEMPLATE_ACTIVE_BYWEIGHT	keyin_recipe	verified-headless-safe	KEYIN:ELEMENT TEMPLATE ACTIVE BYWEIGHT				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.176s)
ELEMENT_TEMPLATE_ACTIVE_BYSTYLE	keyin_recipe	verified-headless-safe	KEYIN:ELEMENT TEMPLATE ACTIVE BYSTYLE				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.178s)
ELEMENT_TEMPLATE_ACTIVE_BYCLASS	keyin_recipe	verified-headless-safe	KEYIN:ELEMENT TEMPLATE ACTIVE BYCLASS				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.18s)
ELEMENT_TEMPLATE_ACTIVE_BYTRANSPARENCY	keyin_recipe	verified-headless-safe	KEYIN:ELEMENT TEMPLATE ACTIVE BYTRANSPARENCY				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.174s)
ELEMENT_TEMPLATE_ACTIVE_BYPRIORITY	keyin_recipe	verified-headless-safe	KEYIN:ELEMENT TEMPLATE ACTIVE BYPRIORITY				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.179s)
SET_ELEMENT_TEMPLATE_ON	keyin_recipe	verified-headless-safe	KEYIN:SET ELEMENT TEMPLATE ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.174s)
SET_ELEMENT_TEMPLATE_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET ELEMENT TEMPLATE OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.181s)
DWG_SAVE_ON	keyin_recipe	external-app-blocked	KEYIN:DWG SAVE ON				N	N	wave8 seed	2026-08-02	2026-08-02	BLOCKED FROM AGENT ACCESS 2026-08-02 (policy, not a technical finding -- external app/format integration: ProjectWise/DWG/IFC/DMS). Prior safetyStatus was verified-headless-safe. DWG settings sparse live batch probe 2026-08-02 (0.172s)
DWG_SAVE_OFF	keyin_recipe	external-app-blocked	KEYIN:DWG SAVE OFF				N	N	wave8 seed	2026-08-02	2026-08-02	BLOCKED FROM AGENT ACCESS 2026-08-02 (policy, not a technical finding -- external app/format integration: ProjectWise/DWG/IFC/DMS). Prior safetyStatus was verified-headless-safe. live batch probe 2026-08-02 (0.177s)
SHARED_CELL_DISPLAY_ON	keyin_recipe	verified-headless-safe	KEYIN:SHARED CELL DISPLAY ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.172s)
SHARED_CELL_DISPLAY_OFF	keyin_recipe	verified-headless-safe	KEYIN:SHARED CELL DISPLAY OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.176s)
SET_SHARED_CELL_OVERRIDE_ON	keyin_recipe	verified-headless-safe	KEYIN:SET SHARED CELL OVERRIDE ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.191s)
SET_SHARED_CELL_OVERRIDE_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET SHARED CELL OVERRIDE OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.173s)
SET_ANIMATION_ON	keyin_recipe	verified-headless-safe	KEYIN:SET ANIMATION ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.178s)
SET_ANIMATION_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET ANIMATION OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.172s)
CAMERA_ON	keyin_recipe	verified-headless-safe	KEYIN:CAMERA ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.173s)
CAMERA_OFF	keyin_recipe	verified-headless-safe	KEYIN:CAMERA OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.176s)
SET_CAMERA_ANGLE	keyin_recipe	verified-headless-safe	KEYIN:SET CAMERA ANGLE				N	N	wave8 seed	2026-08-02	2026-08-02	may need value live batch probe 2026-08-02 (0.173s)
SET_CAMERA_POSITION	keyin_recipe	verified-headless-safe	KEYIN:SET CAMERA POSITION				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.174s)
MATERIAL_DISPLAY_ON	keyin_recipe	verified-headless-safe	KEYIN:MATERIAL DISPLAY ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.193s)
MATERIAL_DISPLAY_OFF	keyin_recipe	verified-headless-safe	KEYIN:MATERIAL DISPLAY OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.171s)
SET_MATERIAL_ON	keyin_recipe	verified-headless-safe	KEYIN:SET MATERIAL ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.184s)
SET_MATERIAL_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET MATERIAL OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.187s)
DATABASE_LINKAGE_ON	keyin_recipe	verified-headless-safe	KEYIN:DATABASE LINKAGE ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.176s)
DATABASE_LINKAGE_OFF	keyin_recipe	verified-headless-safe	KEYIN:DATABASE LINKAGE OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.181s)
REPORT_DISPLAY_ON	keyin_recipe	verified-headless-safe	KEYIN:REPORT DISPLAY ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.207s)
REPORT_DISPLAY_OFF	keyin_recipe	verified-headless-safe	KEYIN:REPORT DISPLAY OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.172s)
SET_WORKSET_ON	keyin_recipe	verified-headless-safe	KEYIN:SET WORKSET ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.186s)
SET_WORKSET_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET WORKSET OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.18s)
WORKSPACE_PREFS_SAVE	keyin_recipe	verified-headless-safe	KEYIN:WORKSPACE PREFS SAVE				N	N	wave8 seed	2026-08-02	2026-08-02	file-ish risk — kind may reclass live batch probe 2026-08-02 (0.18s)
SECTION_CALLLOUTS_ON	keyin_recipe	verified-headless-safe	KEYIN:SECTION CALLOUTS ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.179s)
SECTION_CALLOUTS_OFF	keyin_recipe	verified-headless-safe	KEYIN:SECTION CALLOUTS OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.178s)
DETAIL_CALLOUTS_ON	keyin_recipe	verified-headless-safe	KEYIN:DETAIL CALLOUTS ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.192s)
DETAIL_CALLOUTS_OFF	keyin_recipe	verified-headless-safe	KEYIN:DETAIL CALLOUTS OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.18s)
CLIP_MASK_DISPLAY_ON	keyin_recipe	verified-headless-safe	KEYIN:CLIP MASK DISPLAY ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.177s)
CLIP_MASK_DISPLAY_OFF	keyin_recipe	verified-headless-safe	KEYIN:CLIP MASK DISPLAY OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.173s)
SET_CLIP_VOLUME_ON	keyin_recipe	verified-headless-safe	KEYIN:SET CLIP VOLUME ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.171s)
SET_CLIP_VOLUME_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET CLIP VOLUME OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.193s)
VIEW_DISPLAYSET_ON	keyin_recipe	verified-headless-safe	KEYIN:VIEW DISPLAYSET ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.179s)
VIEW_DISPLAYSET_OFF	keyin_recipe	verified-headless-safe	KEYIN:VIEW DISPLAYSET OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.179s)
VIEW_NAMEDGROUP_ON	keyin_recipe	verified-headless-safe	KEYIN:VIEW NAMEDGROUP ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.174s)
VIEW_NAMEDGROUP_OFF	keyin_recipe	verified-headless-safe	KEYIN:VIEW NAMEDGROUP OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.177s)
VIEW_TRANSPARENCY_ON	keyin_recipe	verified-headless-safe	KEYIN:VIEW TRANSPARENCY ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.17s)
VIEW_TRANSPARENCY_OFF	keyin_recipe	verified-headless-safe	KEYIN:VIEW TRANSPARENCY OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.189s)
ACTIVE_TRANSPARENCY_50	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE TRANSPARENCY 50				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.186s)
ACTIVE_PRIORITY_100	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE PRIORITY 100				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.178s)
SET_PRIORITY_ON	keyin_recipe	verified-headless-safe	KEYIN:SET PRIORITY ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.177s)
SET_PRIORITY_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET PRIORITY OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.17s)
SET_CLASS_ON	keyin_recipe	verified-headless-safe	KEYIN:SET CLASS ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.183s)
SET_CLASS_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET CLASS OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.18s)
UOR_READOUT_ON	keyin_recipe	verified-headless-safe	KEYIN:UOR READOUT ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.179s)
UOR_READOUT_OFF	keyin_recipe	verified-headless-safe	KEYIN:UOR READOUT OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.177s)
SET_INPUT_FOCUS_HOME	keyin_recipe	verified-headless-safe	KEYIN:SET INPUT FOCUS HOME				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.176s)
SET_INPUT_FOCUS_KEYIN	keyin_recipe	verified-headless-safe	KEYIN:SET INPUT FOCUS KEYIN				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.167s)
DIGITIZER_ON	keyin_recipe	verified-headless-safe	KEYIN:DIGITIZER ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.178s)
DIGITIZER_OFF	keyin_recipe	verified-headless-safe	KEYIN:DIGITIZER OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.178s)
LOCK_DIGITIZER_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK DIGITIZER ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.176s)
LOCK_DIGITIZER_OFF	keyin_recipe	verified-headless-safe	KEYIN:LOCK DIGITIZER OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.176s)
PARAMETRIC_UPDATE_ON	keyin_recipe	verified-headless-safe	KEYIN:PARAMETRIC UPDATE ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (2.38s)
PARAMETRIC_UPDATE_OFF	keyin_recipe	verified-headless-safe	KEYIN:PARAMETRIC UPDATE OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.174s)
CONSTRAINTS_DISPLAY_ON	keyin_recipe	verified-headless-safe	KEYIN:CONSTRAINTS DISPLAY ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.178s)
CONSTRAINTS_DISPLAY_OFF	keyin_recipe	verified-headless-safe	KEYIN:CONSTRAINTS DISPLAY OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.174s)
VARIABLES_DISPLAY_ON	keyin_recipe	verified-headless-safe	KEYIN:VARIABLES DISPLAY ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.177s)
VARIABLES_DISPLAY_OFF	keyin_recipe	verified-headless-safe	KEYIN:VARIABLES DISPLAY OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.173s)
SAVED_VIEW_APPLY_LEVELS_ON	keyin_recipe	verified-headless-safe	KEYIN:SAVED VIEW APPLY LEVELS ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.187s)
SAVED_VIEW_APPLY_LEVELS_OFF	keyin_recipe	verified-headless-safe	KEYIN:SAVED VIEW APPLY LEVELS OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.181s)
SAVED_VIEW_APPLY_CLIP_ON	keyin_recipe	verified-headless-safe	KEYIN:SAVED VIEW APPLY CLIP ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.177s)
SAVED_VIEW_APPLY_CLIP_OFF	keyin_recipe	verified-headless-safe	KEYIN:SAVED VIEW APPLY CLIP OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.178s)
VIEW_GROUP_APPLY_ON	keyin_recipe	verified-headless-safe	KEYIN:VIEW GROUP APPLY ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.169s)
VIEW_GROUP_APPLY_OFF	keyin_recipe	verified-headless-safe	KEYIN:VIEW GROUP APPLY OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.181s)
SHEET_INDEX_DISPLAY_ON	keyin_recipe	verified-headless-safe	KEYIN:SHEET INDEX DISPLAY ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.191s)
SHEET_INDEX_DISPLAY_OFF	keyin_recipe	verified-headless-safe	KEYIN:SHEET INDEX DISPLAY OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.172s)
LOCK_ANNOTATION_SCALE_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK ANNOTATION SCALE ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.178s)
LOCK_ANNOTATION_SCALE_OFF	keyin_recipe	verified-headless-safe	KEYIN:LOCK ANNOTATION SCALE OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.173s)
ACTIVE_ANNOTATION_SCALE_FULL_SIZE	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE ANNOTATION SCALE FULL SIZE				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.169s)
ACTIVE_ANNOTATION_SCALE_1_10	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE ANNOTATION SCALE 1:10				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.184s)
ACTIVE_ANNOTATION_SCALE_1_20	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE ANNOTATION SCALE 1:20				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.175s)
ACTIVE_ANNOTATION_SCALE_1_50	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE ANNOTATION SCALE 1:50				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.178s)
TEXT_STYLE_OVERRIDE_ON	keyin_recipe	verified-headless-safe	KEYIN:TEXT STYLE OVERRIDE ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.173s)
TEXT_STYLE_OVERRIDE_OFF	keyin_recipe	verified-headless-safe	KEYIN:TEXT STYLE OVERRIDE OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.175s)
DIMENSION_STYLE_OVERRIDE_ON	keyin_recipe	verified-headless-safe	KEYIN:DIMENSION STYLE OVERRIDE ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.167s)
DIMENSION_STYLE_OVERRIDE_OFF	keyin_recipe	verified-headless-safe	KEYIN:DIMENSION STYLE OVERRIDE OFF				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.216s)
SET_ASSOCIATION_ON	keyin_recipe	verified-headless-safe	KEYIN:SET ASSOCIATION ON				N	N	wave8 seed	2026-08-02	2026-08-02	live batch probe 2026-08-02 (0.195s)
